000000000,4
000000001,3
000000002,3
000000003,5
000000004,4
000000005,4
000000006,3
000000007,5
000000008,5
000000009,4
000000010,3
000000011,6
000000012,6
000000013,8
000000014,8
000000015,7
000000016,7
000000017,9
000000018,8
000000019,8
000000020,6
000000021,10
000000022,10
000000023,12
000000024,11
000000025,11
000000026,10
000000027,12
000000028,12
000000029,11
000000030,6
000000031,10
000000032,10
000000033,12
000000034,11
000000035,11
000000036,10
000000037,12
000000038,12
000000039,11
000000040,5
000000041,9
000000042,9
000000043,11
000000044,10
000000045,10
000000046,9
000000047,11
000000048,11
000000049,10
000000050,5
000000051,9
000000052,9
000000053,11
000000054,10
000000055,10
000000056,9
000000057,11
000000058,11
000000059,10
000000060,5
000000061,9
000000062,9
000000063,11
000000064,10
000000065,10
000000066,9
000000067,11
000000068,11
000000069,10
000000070,7
000000071,11
000000072,11
000000073,13
000000074,12
000000075,12
000000076,11
000000077,13
000000078,13
000000079,12
000000080,6
000000081,10
000000082,10
000000083,12
000000084,11
000000085,11
000000086,10
000000087,12
000000088,12
000000089,11
000000090,6
000000091,10
000000092,10
000000093,12
000000094,11
000000095,11
000000096,10
000000097,12
000000098,12
000000099,11
000000100,11
000000101,19
000000102,19
000000103,21
000000104,20
000000105,20
000000106,19
000000107,21
000000108,21
000000109,20
000000110,19
000000111,22
000000112,22
000000113,24
000000114,24
000000115,23
000000116,23
000000117,25
000000118,24
000000119,24
000000120,22
000000121,26
000000122,26
000000123,28
000000124,27
000000125,27
000000126,26
000000127,28
000000128,28
000000129,27
000000130,22
000000131,26
000000132,26
000000133,28
000000134,27
000000135,27
000000136,26
000000137,28
000000138,28
000000139,27
000000140,21
000000141,25
000000142,25
000000143,27
000000144,26
000000145,26
000000146,25
000000147,27
000000148,27
000000149,26
000000150,21
000000151,25
000000152,25
000000153,27
000000154,26
000000155,26
000000156,25
000000157,27
000000158,27
000000159,26
000000160,21
000000161,25
000000162,25
000000163,27
000000164,26
000000165,26
000000166,25
000000167,27
000000168,27
000000169,26
000000170,23
000000171,27
000000172,27
000000173,29
000000174,28
000000175,28
000000176,27
000000177,29
000000178,29
000000179,28
000000180,22
000000181,26
000000182,26
000000183,28
000000184,27
000000185,27
000000186,26
000000187,28
000000188,28
000000189,27
000000190,22
000000191,26
000000192,26
000000193,28
000000194,27
000000195,27
000000196,26
000000197,28
000000198,28
000000199,27
000000200,11
000000201,19
000000202,19
000000203,21
000000204,20
000000205,20
000000206,19
000000207,21
000000208,21
000000209,20
000000210,19
000000211,22
000000212,22
000000213,24
000000214,24
000000215,23
000000216,23
000000217,25
000000218,24
000000219,24
000000220,22
000000221,26
000000222,26
000000223,28
000000224,27
000000225,27
000000226,26
000000227,28
000000228,28
000000229,27
000000230,22
000000231,26
000000232,26
000000233,28
000000234,27
000000235,27
000000236,26
000000237,28
000000238,28
000000239,27
000000240,21
000000241,25
000000242,25
000000243,27
000000244,26
000000245,26
000000246,25
000000247,27
000000248,27
000000249,26
000000250,21
000000251,25
000000252,25
000000253,27
000000254,26
000000255,26
000000256,25
000000257,27
000000258,27
000000259,26
000000260,21
000000261,25
000000262,25
000000263,27
000000264,26
000000265,26
000000266,25
000000267,27
000000268,27
000000269,26
000000270,23
000000271,27
000000272,27
000000273,29
000000274,28
000000275,28
000000276,27
000000277,29
000000278,29
000000279,28
000000280,22
000000281,26
000000282,26
000000283,28
000000284,27
000000285,27
000000286,26
000000287,28
000000288,28
000000289,27
000000290,22
000000291,26
000000292,26
000000293,28
000000294,27
000000295,27
000000296,26
000000297,28
000000298,28
000000299,27
000000300,13
000000301,21
000000302,21
000000303,23
000000304,22
000000305,22
000000306,21
000000307,23
000000308,23
000000309,22
000000310,21
000000311,24
000000312,24
000000313,26
000000314,26
000000315,25
000000316,25
000000317,27
000000318,26
000000319,26
000000320,24
000000321,28
000000322,28
000000323,30
000000324,29
000000325,29
000000326,28
000000327,30
000000328,30
000000329,29
000000330,24
000000331,28
000000332,28
000000333,30
000000334,29
000000335,29
000000336,28
000000337,30
000000338,30
000000339,29
000000340,23
000000341,27
000000342,27
000000343,29
000000344,28
000000345,28
000000346,27
000000347,29
000000348,29
000000349,28
000000350,23
000000351,27
000000352,27
000000353,29
000000354,28
000000355,28
000000356,27
000000357,29
000000358,29
000000359,28
000000360,23
000000361,27
000000362,27
000000363,29
000000364,28
000000365,28
000000366,27
000000367,29
000000368,29
000000369,28
000000370,25
000000371,29
000000372,29
000000373,31
000000374,30
000000375,30
000000376,29
000000377,31
000000378,31
000000379,30
000000380,24
000000381,28
000000382,28
000000383,30
000000384,29
000000385,29
000000386,28
000000387,30
000000388,30
000000389,29
000000390,24
000000391,28
000000392,28
000000393,30
000000394,29
000000395,29
000000396,28
000000397,30
000000398,30
000000399,29
000000400,12
000000401,20
000000402,20
000000403,22
000000404,21
000000405,21
000000406,20
000000407,22
000000408,22
000000409,21
000000410,20
000000411,23
000000412,23
000000413,25
000000414,25
000000415,24
000000416,24
000000417,26
000000418,25
000000419,25
000000420,23
000000421,27
000000422,27
000000423,29
000000424,28
000000425,28
000000426,27
000000427,29
000000428,29
000000429,28
000000430,23
000000431,27
000000432,27
000000433,29
000000434,28
000000435,28
000000436,27
000000437,29
000000438,29
000000439,28
000000440,22
000000441,26
000000442,26
000000443,28
000000444,27
000000445,27
000000446,26
000000447,28
000000448,28
000000449,27
000000450,22
000000451,26
000000452,26
000000453,28
000000454,27
000000455,27
000000456,26
000000457,28
000000458,28
000000459,27
000000460,22
000000461,26
000000462,26
000000463,28
000000464,27
000000465,27
